category,title_clean,artist_clean,lyrics_devanagari,line_count,char_count,script_style_original,script_style_cleaned,transliterated
romanized,DRAGONFIRE EXTENDED,SACAR aka Lil Buddha,"लिस्टेन, मन
थिस थात एनर्जी
आई डोन्ट इवेन क्नो ह्वाट आइएम डोइङ मन
ट्र्याप नेपाल जस्ट मादे थिस क्रेजी फकिङ बीट फोर मे एन्ड टोल्ड मे आई शाउल्ड कोम
मन आई वास जस्ट मेडिटेटिङ यूपी इन थे हिमालयस मन
थिस आइएस लिल बुद्ध मन
आई फकिन मिस्ड योउ थो
माइ हेड्स यूपी इन थे स्काई आईटीएस हाइगर थान थे क्लाउड्स आरे
आई लाइक टो लुक यूपी एटी थे स्टार्स एन्ड वन्डर होव फर
फ्रोम ह्वाट आई हियर अबाउट ए बिलियन बेबिज आरे डेलिभर्ड इभरी डे एन्ड सो आइटी'एस लाइक थे प्लानेट आइएस ए क्लाउन सीएआर
आई क्नो आइटी प्रोब्याब्ली शाउल्डन'टी वर्क, बुट वे एएलएल फिट
लाइक ए म्याकी डी'एस प्ले प्लेस बल पित
सो लुकी मे, आई'एम अबाउट टो जम्प यूपी इन आइटी एन्ड बे स्विमिङ थ्राउघ सिरिन्जेस लाइक ए मोथाफुकिन डोल्फिन
आई माइट हावे अन आउटबर्स्ट
टीएचеरे'एस ए लोट ओएफ फ्रिकी पियोपीएलе ओन थे प्लानेट एन्ड आइटी मेक्स मे वान्ट टो क्राउड सर्फ
एभरीबडी एभरीवाहर डिग डाउनवार्डस्
आइटी'एस ह्वाट वे वर्क फोर
पार्टी एटी थे अर्थ'एस कोर!
डोन'टी ह्वेरे टो गो टो गो फर
बुट आइएफ आइएफ आई गो, थें आई क्नो आई शाउल्ड गो हार्ड
एन्ड आइएफ आई गो एन्ड आई नेवर कोम ब्याक
थें आई'एलएल सेन्ड ए पोस्टकार्ड
एन्ड ए कपल थम्बट्याक्स",23,1039,romanized,devanagari,1
nepali,Eaklai Basda Aaja,Aruna Lama,"एक्लै बस्दा सधैं मलाई
सम्झना तिम्रो आइदिन्छ
सहन नसकी आँखाबाट
आँशु त्यसै झरिदिन्छ
आँशु त्यसै झरिदिन्छ
एक्लै बस्दा सधैं मलाई
सम्झना तिम्रो आइदिन्छ
सहन नसकी आँखाबाट
आँशु त्यसै झरिदिन्छ
आँशु त्यसै झरिदिन्छ
रोजेको थिएँ तिमीलाई मैले
आफ्नो नै बनाउछु भनि
रोजेको थिएँ तिमीलाई मैले
आफ्नो नै बनाउछु भनि
खोजेको थिएँ जिवनभरी
तिमीसँगै बिताउँछु भनी
तिमीसँगै बिताउँछु भनी
एक्लै बस्दा सधैं मलाई
सम्झना तिम्रो आइदिन्छ
सहन नसकी आँखाबाट
आँशु त्यसै झरिदिन्छ
आँशु त्यसै झरिदिन्छ",22,456,mixed,devanagari,0
romanized,SAVAGE,LIL RICEGUM,"लिल राइसगम - स्यावेज
बिच एइन्ट दात मा गाङ, बिच आइएम डीए होत्तिए होत्तिए, बिच आइओएन वन्न क्लेम, आइएम फकिङ युर डाउघटर ममी, सेक्सी ड्याट्स मा चैं, सक ओन मा लोली लोली, थान्क गोड फोर न्यू नामे, बारु गर मलाई गाली गाली
वेर्से1
बिहाना दिउषा राती खाँचम दामी दामी रक्सी, केटा हरू वालच्याल हुन्चा निकै मस्ती मस्ती, राम्री राम्री चम्म सबै माल धेरै सस्ती सस्ती, मलाई पानी थाचा काटा कस्ती कस्ती बस्ची, आई गोट गुक्सी नोट्टा ह्यामर, बाद बिच डोन्ट डो नो ड्रमा, आई स्वेयर ओन मा मामा, बिच आई डो आइटी लाइक ओबामा, आई बीन वर्किङ हार्ड फोर क्यामेरा, डोन्ट नीड नो होएस काउस आई गोट, एरबडी वन्न शिने, एरबडी वन्न शिने, बुट थे डोन'टी वन्न पे डीए टिकेट फोर ग्राइन्ड, एन्ड आई से ओइए बाउँ ओइए मेरो कुरा सुन, मेरो गीत मन पर्दैन भनी चुप चाप लागी काँ थुन
बिच एइन्ट दात मा गाङ, बिच आइएम डीए होत्तिए होत्तिए, बिच आइओएन वन्न क्लेम, आइएम फकिङ युर डाउघटर ममी, सेक्सी ड्याट्स मा चैं, सक ओन मा लोली लोली, थान्क गोड फोर न्यू नामे, बारु गर मलाई गाली गाली",5,911,romanized,devanagari,1
romanized,K ho yesto,Prince shrestha,"के हु येस्तु
के हु येस्तु
के हुओ येस्तु
के हुओ येस्तु
के हु येस्तु
के हु येस्तु
के हुओ येस्टुओ
के हुओ येस्तु
सबै कुरा आनौ थुओओ
सबै देख्छुउ मा अनौठुओ
सबै कुरा आनौ थुओओ
सबै देख्छुउ मा अनौठू
कस्तो जादुउ गरेउ
आजा पर्कहदै बस्चु टीएमआरओ टीएक्सटी त्यो
रात वरी हेर्दै बस्चु
फेसबुक पोस्ट को
अरु कोही लाग्दैन खास
टीएमई बाहेक
के वाक्को
के वाको
के वाकोओ
के वाको हुओ मलाई",22,358,romanized,devanagari,1
nepali,Fatyo Ni Maiti Ko Chino,Astha Raut,"फाट्यो नि माईतीको चिनो, फाट्यो पछेउरीको गून।
सम्झेर आउँछ नि रुन।
के ले म पुछु र आँसु, के ले म पुछु पसिना।
फाट्यो नि माईतीको चिनो, फाट्यो पछेउरीको गून।
डाँडा पारी अर्को डाँडा , माईती छेकिएको।
जुगै बित्यो जन्म गाउँ, छैन टेकिएको।
दशैं गयो, तिहार गयो, निदार रह्यो खाली।
नफुल्दैमा सुक्छ क्यारे, मनबेलीको डाली।
फाट्यो नि माईतीको चिनो, फाट्यो पछेउरीको गून।
आउने जाने छैन काहीं, टुहुरीको कर्म।
दैबलाई तिर्दैछु म, कुन जुनीको पर्म।
आफ्नै जोवन सौतासरी, खसम परदेशी।
दिन पराई, रात पराई, वैरी गाउँबेशी।
फाट्यो नि माईतीको चिनो, फाट्यो पछेउरीको गून।",14,533,mixed,devanagari,0
nepali,Akanksha,Samriddhi Rai,"मनका कुरा आँखाले गर्छौ
तर शब्द बोल्दैनौ किन?
बादल खेल्छन् आकाश माथी
अनि धर्तीमा तिमी र म
भन जे छन् लुकेका कुरा
आकांक्षा केहि नहोस् अपुरा
बदलिँदै छन् समयको प्रहर
नयाँ पल, नौलै रहर
पुराना महल, सपनाको शहर
सजाँउदै मिठो सम्झना
मौसमले ल्यायो आफ्नै गित
अनि गाँउछौं तिमी र म
भन जे छन् लुकेका कुरा
आकांक्षा केहि नहोस् अपुरा
बदलिँदै छन् समयको प्रहर
नयाँ पल, नौलै रहर
रातको अँधेरिलाई, प्यारो त्यो जुनेलि
तिम्रो मेरो मायाले ल्यायो के उजेली",18,427,mixed,devanagari,0
romanized,End of the world,Zac Rai,"आइटी काउल्ड बे थे इन्ड ओएफ थे वर्ल्ड, बेबी
वे माइट दिए टोडे बुट इभरिथिङ'एस अलराइट
सिन्स योउ बाइ माइ साइड
टोमोर्रो काउल्ड बे इन्ड ओएफ थे वर्ल्ड, बेबी
लाइव्ड थात बेस्ट लाइफ, एएलएल बेकाउस योउ वेरे बाइ माइ साइड
योउ मादे आइटी सीम अलराइट
आइटी काउल्ड बे थे इन्ड ओएफ थे वर्ल्ड, बेबी
वे माइट दिए टोडे बुट इभरिथिङ'एस अलराइट
सिन्स योउ बाइ माइ साइड
टोमोर्रो काउल्ड बे इन्ड ओएफ थे वर्ल्ड, बेबी
लाइव्ड थात बेस्ट लाइफ, एएलएल बेकाउस योउ वेरे बाइ माइ सिडе
योउ मादे आइटी सीम अलराइट
ट्राइना चासे ए फीलिङ, बुट वे'एलएल एनеवेर फील आइटी
एभरयोन'एस गोने, बुट नो ओनेस रियली लिविङ
डो योउ सी मे एटी एएलएल, एटी एएलएल, एटी एएलएल
आरे योउ अफ्रेड टो फल, टो फल, टो फल?
वे ओन्ली माके आइटी आउट एलोन
थे ट्राइना ब्यु मे एन्ड माइ सौल
होल्ड मे डाउन, डोन्ट लेट मे गो
आई डिड्न'टी बेलिव थात आइटी वाउल्ड इन्ड, नो",20,768,romanized,devanagari,1
nepali,Mann Ko Kura,Nilesh Xavier Pradhan,"हास्ने इच्छा हुँदा हुँदै, म हास्न सकिन
बोल्ने रहर हुँदा हुँदै, म बोल्न सकिन
हास्ने इच्छा हुँदा हुँदै, म हास्न सकिन
बोल्ने रहर हुँदा हुँदै, म बोल्न सकिन
मेरो मन को कुरा तिमीलाई कहिले पनि
पोख्याउन सकिन, पोख्याउन सकिन
तिम्लाई भेट्छु भन्दा भन्दै, मैले भेट्नै सकिन
मन को कुरा भन्छु भने, मैले भन्नै सकिन
तिम्लाई भेट्छु भन्दा भन्दै, मैले भेट्नै सकिन
मन को कुरा भन्छु भने, मैले भन्नै सकिन
तिमि सामु मेरो यो आँखा
कहिले पनि जुधाउन सकिन, जुधाउन सकिन
मैले भन्नै सकिन, मैले भन्नै सकिन",13,471,mixed,devanagari,0
romanized,Sapana,Bishesh Silwal,"हिड्दै छु मा, आजा यो गोरेटो मा
अन्धकार ले ढाकेको यो कालो संसार मा
जता हेर्चु तेतै देख्छु खाली अन्धकार
कोर्न खोज्दै छु मा सपना को सुन्दर आकार
ठूलो एक्सए मेरो सपना निकैनै
लड्दैछु मा, खुसी छु यो सब सिक्दैनै
हास्दै छु आजा मेरो हार वये पानी
गर्न सक्चु मैले आफैलाई नै वनी
हिड्डा हिड्दै सायद लड्चु होला धेरै मा
तारा चोड्ने चैन मैले सपना पच्याउन
बञ्चन सपना सब. साछो हुदैन
मानिस ले चाहेको सबै कुरा पुग्दैन
उदेस्य मिल्दैन बाटोमा रोकी हिड्न ले
भरोषा राख्नु हेरी रहेछन् माथि दैबा ले
सबै छिज दिनेछन् उनले साही समयमा
बिस्वास एक्सए मलाई हेरा आफू माथि मा
हिड्डा हिड्दै सायद, मा ल्याड्चु होला
तारा मैले कैले, चोड्न्ने चैन
हिड्डा हिड्दै सायद, मा ल्याड्चु होला
तारा मैले कैले, चोड्न्ने चैन..
हे दैबा, आजा मा तिमीलाई सम्झेर
प्रयास गरी र्या छु सोचेर...
प्रयास ले - नै ता हो, चन्द्रमा चुनी
नदरौ चुना सक्चौ टिमले पानी...
उह! हर्चु होला की वन्ने दारा ले सतौला
जना हार ले पानी केही ता सिकालुला
हर तिरा लम्केका यी पैला हरू
मोडियेलन रा गौलन ब्जिआया गाथा हरू
उह! तिम्रा टीआई हरेक पैला मा जुडेको भबिस्या
नझुकी हिडियो वने पुगिन्छ आवश्य
हर कैले नी नमान्नु, आफौलाई कामझोर ना ठान्नु
आखा चिम्लेर आफ्नो भबिस्या तिरा लम्किनु",32,1088,romanized,devanagari,1
nepali,I Was Your Superstar,C.O.D. (Crew On Destiny),"सोरी
कहिले चाहेन थिए तिम्रो चित्त दुखाउन
मैले पाएन कुनै भुल आफ्नो लुकाउन
म पनि त मान्छे हुँ, भूल गर्छु
परिस्थिती बुझी अघी बढ्छु
आफ्नो आँसु टेकी म माफी माग्छु
गल्ती मेरो हो, म स्विकार्छु
भोली थाहा छैन होला मरी जान्छु
एक दुइ जनाको आँसु बगाउँछु
थाहा छैन क-कसको चित्त दुखाउँछु
भोली जब म मरी जान्छु
गर्ल आई वास युर सुपरस्टार
थें व्हाइ डिड योउ ब्रेक माइ हर्ट
योउ टर्न्ड ओउर लव इन्टो वास
गोड ड्याम्न!! आईटीएस सो हार्ड टो लेट योउ गो
आई जस्ट वान्ट योउ टो लेट मे गो
आई जस्ट वान्ट टो लेट योउ क्नो
थात आई डोन'टी वन्न गेट हर्ट नो मोर
सक्दिन तिमीलाई (तिमीलाई)
सक्दिन म बिर्सन (बिर्सन)
सक्दिन तिमीलाई (तिमीलाई)
सक्दिन म बिर्सन (म बिर्सन)
म बिर्सन .... सक्दिन",23,643,mixed,devanagari,1
nepali,Kahile Kahin,Albatross,"अति गर्यौ तर बद्लिने भाव भने देखिन
बुझेको छु, मात्र बोलेको हैन
गयो कल्ली, अचकन बाँध्नै सकिन्न
जानु नै छ, अविनाशी कोही छैन
रातो र चन्द्र, सूर्य, जङ्गी निशान
हाम्रो दशा, झरी गयो आशा
सुन्नेलाई सुनको र भन्नेलाई फूलको
थाकेको छु तर हारेको
कति दिन्छौ? कति दिन्छौ?
कति दिन्छौ? कति दिन्छौ?
कति दिन्छौ मलाई?
दुःख दिन्छौ मलाई?
संस्कृति भनाउँदो हाम्रो निकै पुरानो
कहिलेकाहीँ बुझ्न गाह्रो, कहिलेकाहीँ बुझाउन
उहिलेको कुरा खुइलेर गए
कहिलेकाहीँ सुन्न साह्रो, कहिलेकाहीँ सुनाउन
सानोमा लाएको बानी छुटाउनै गाह्रो भो
कुवामा परेको भ्यागुतो, कुवामै मर्ने भो",18,535,mixed,devanagari,0
romanized,Balatkaar,Uniq Poet,"#जस्टिकफर्निर्मलाप
लेट'एस गो
आइटी'एस युर बोय युनिक
डोनोब प्रोडक्सन, वे आउट हेरे!
सुनसान गल्ली,अधेरो रात
काम सकेर फर्कदा बाजी सकेछ आठा
हिलो बाटो सिमसाइम बर्षात
कुरिर होला उसको बुडा पस्केर भात
सुकुमबासी टोल हुदै जाने बाटो धरप
हल्लिदै हिड्ने हाउदे सामु जोगाउदै लाज
रुझेको लुगा गुप्त अंगको छाप
बर्दन सुन्दरता हुना गयो सराप
मान मा त्राश
भिन्न प्रश्न खेल्छ त्यै क्रममा
एक जनाले जबरजस्ती ठेल्छ उ आतिन्छे
चिर्छे अरको गल्ली
खै कहा हो थाहा छैन एकलाई रुमालिदै
फोन बज्छ हेल्लो! चितो आइपुगा, मा आइ सके
अबा एकैछिन् कुरा
अली पारा मान्छे हरको गंगन
उसको धड्कन बड्न थाल्छ झन्झन्
कदम चलचन अली टेज
टीआई हबासका पूजारीका अगाडी उ पारी एक
जिस्काउछन् हातमा चुरोट बोकी
धुवाले गर्दा होकी लाग्छ उसलाई खोकी
कतै नरोकी हिड्छे नबोली
500 जातिमा ता पक्कै म्यान्चेस होली
उ भाग्छे पछि लाग्छन्
कराउन खोज्दा सुक्यो उसको सास झन्
लड्छे हात खुट्टा समात्छन्
टीआई प्यासी आँखा हरू उनलाई हेर्दै हास्छन्
घिसार्दै एउटा अन्जन थुना
दर्शक भो भित्तो को त्यो छर कुना
मुखमा तालो अनी पालाई पालो
गर्न थाले रक्च्यास हरू आफ्नो काम पुरा
हाँ चुरा अनी भाग भनी भन्छ
मृत्यु मनै उसको घाउ कोमाला हुन्छ
आँखा बन्द सास चल्चा मान्डा
लाबारिस ताल काप्छ हरेक अङ्ग
अबा या मर्नुनै बेस भो
दुस्मनलाई पानी कहिले नहोस् यस्तो
बल्जियो उ अल्झियो
चोरी भयेर जन्मनु पानी गल्ती भो
अह..
बिरानो रात एकलो लास रा सडक
त्यै पुरानो कथा मात्र पत्र फरक
लाइक थात!",47,1269,romanized,devanagari,1
romanized,Lajalu,Bishesh Silwal,"कोएली जस्तो तिम्रो मिठो त्यो स्वोर
नसालु त्यो तिम्रो आखा
डुब्दैछु मा त्यो नयन को सागर मा
काटा जाउ के गरु मा ?
कसरी टिमलाई बोलाउ?
तिम्रो याद मा मह
एसरी गीत बनम?
हुओ हुओ हुओ...
किना होला एस्टो, मलाई
तिम्रो मात्र सम्झना ले सताउछ
किना होला तिम्रो याद ले
मेरो यो आखा पानी रसाउछ
काटा जाउ के गरु मा ?
कसरी टिमलाई बोलाउ?
तिम्रो याद मा मह
एसरी गीत बनाउ?
हुओ हुओ हुओ...",17,359,romanized,devanagari,1
nepali,Juna Jhain,Nepathya,"जून झै शितलु
घाम झै पारिलो
जून झै शितलु
घाम झै पारिलो
जहाँ जाउँ तिमी
दाहिने चन्द्रमा परोस्
शान्ति
दुबो जस्तै फैलिदैं जाउ
पाति जस्तै मल्किदैं जाउ
दुबो जस्तै फैलिदैं जाउ
पाति जस्तै मल्किदैं जाउ
बर-पिपल झैं मेरो
देउरालीमा छाउन आउ
बर-पिपल झैं मेरो
देउरालीमा छाउन आउ
दिन छदैं बादलुले
हिमाललाई छेके के भो
आखिर भोली उजेली त
हुनु छदैं छ
आखिर भोली उजेली त
हुनु छदैं छ
मन बाझ्ने कुराहरु
आपसमा धेरै होलान्
आफ्नै सम्झि
बिर्सि दिनु चुपचाप
आवाज छन्
आवाज छन्",27,443,mixed,devanagari,0
nepali,Sadhai Bhari,Hennie Baker,"भ्रममा थिएकी? आफूमै भुले म
अन्दाजनै गर्न सकिन कि गल्ती यो मेरोनै थियो
सधैं भरी त्यही दोबाटोमा अल्झे म
सधैं भरी जस्तै दोराही रहे म
सोच्दै-सोच्दै हिँडी रहे
बुझ्दैनौ किन तिमी कहिले?
शब्दमै सधैं सिमित रहे, मेरो कुराहरु
सोच्दै सोच्दै हिँडी रहे
बुझ्दैनौ किन तिमी कहिले?
शब्दमै सधैं सिमित रहे, सिमित रहे
सधैं भरी त्यही दोबाटोमा अल्झे म
सधैं भरी जस्तै दोराही रहे म
सधैं भरी त्यही दोबाटोमा अल्झे म
सधैं भरी जस्तै दोराही रहे म
म छु कि छैन के हेरन आफूलाई
के सोधन आफूलाई
अनि फेरी त्यही बिछोडमा तिमीलाई नै म खोजीरहे, खोजीरहे
एकान्तमा छोडि गयौ मलाई त्यही कुरामा
अनि सोधी रहने गर्दछौ कि तिमी मेरो बारेमा?
एकान्तमा छोडि गयौ मलाई त्यही कुरामा
अनि सोधी रहने गर्दछौ कि तिमी मेरो बारेमा?
हृदय सधैं हुन्न रहेछ एउटै
समय सबै बितिसक्यो सोच्दै
हृदय सधैं हुन्न रहेछ एउटै
समय सबै बितिसक्यो सोच्दै
सोच्दै तिम्रो बारेमा, हरपल तिम्रै बारेमा",26,810,mixed,devanagari,0
nepali,Katha: Episode VI - Aaundai Jaandai,Sajjan Raj Vaidya,"ओने, ट्वो, थ्री
तिम्रो न्यानो अँगालोको माया सधैँ रहिरहोस्
तिम्रो जीवन सधैँ-सधैँभरि फलिफुलिरहोस्
मन त छैन तिमीबाट टाढा हुन, विवशता अनौठो
तिम्रो-मेरोबीच धेरै कुरा छन्, निकै नै अप्ठेरो
आउँदै-जाँदै गर्नू यो जीवनमा, कतै टाढा नहोओस् तिमी
जीवनका धेरै मोडहरूमा नबिर्सिदिनू भनी
आउँदै-जाँदै गर्नू यो जीवनमा, कतै टाढा नहोओस् तिमी
जीवनका धेरै मोडहरूमा नबिर्सिदिनू भनी
आउँदै-जाँदै गर्नू यो जीवनमा, कतै टाढा नहोओस् तिमी
जीवनका धेरै मोडहरूमा नबिर्सिदिनू भनी
आउँदै-जाँदै गर्नू यो जीवनमा, कतै टाढा नहोओस् तिमी
जीवनका धेरै मोडहरूमा नबिर्सिदिनू भनी
आउँदै-जाँदै गर्नू यो जीवनमा, कतै टाढा नहोओस् तिमी
जीवनका धेरै मोडहरूमा नबिर्सिदिनू भनी",15,616,mixed,devanagari,1
romanized,Just Wanna Be Me,LEGITHIPHOP,"आई जस्ट वन्न बे मे, आई जस्ट वन्न बे मे, जस्ट वन्न बे मे
आई जस्ट वन्न बे मे, आई जस्ट वन्न बे मे, जस्ट वन्न बे मे
आई जस्ट वन्न बे मे, आई जस्ट वन्न बे मे, जस्ट वन्न बे मे
आई जस्ट वन्न बे मे
थे'रे टेलिङ मे टो व्राइट राइम्स थात स्टे
रिलिभेन्ट फोर 30 यर्स आइएफ आई मे
होव एएम आई सपोज्ड टो व्राइट थात ग्रेट ह्वेन आई एएम फीलिङ ग्रे
सेल्फ डबटिङ माइसेल्फ हाड मादे मे एसीटी एएलएल स्ट्रेन्ज
आइएम एटी होम फीलिङ लाइक आई एइन्ट गोट नो टाइम टो वास्टе डोइङ फेवर्स
आई'एम वास एलोन इन माइ वेज ओएफ सेल्फ अबुसे
बुट फक एएलएल थात एनеगेटिभिटी आई'एम गेटिङ माइ एसीटी स्ट्रेट
आई'वे स्टार्टेड गेनिङ वेइट फोर थे फर्स्ट टाइम इन ए डिकेड एन्ड आई फील ग्रेट
नो टाइम टो देबाटे, प्रे फसे, डो युर थिङ, आई डो माइन, थिस थे रिमेक
गोट मे फीलिङ लाइक जर्माइम, आई सी योउ सेयिङ
डोन्ट वन्न बे लाटे, डोन्ट वन्न बे ग्रेट, आई जस्ट वन्न बे मे
डोन्ट वन्न बे शीत, डोन'टी वन्न बे लिट
आई जस्ट वन्न बे मे, जस्ट वन्न बे मे
सेल माइ सौल फोर योउ टो सी जस्ट वन्न बे मे
आई ब्रोक डाउन ह्वेन आई डिड्न'टी गेट थात पार्ट ओन टीवी
शाउटआउट टो युनिक कोज हे इन्सपायर्स मे
हे मादे मे रियलाइज माइ वे
आई'एम सोरी फोर कमिङ एटी योउ ब्रो
आई क्लियरली जस्ट वास्न'टी थिङ्किङ स्ट्रेट
माइ कन्सिएन्स लेट मे डाउन इन म्यानी वेज
थाउट आई वास ब्रेकिङ डाउन थेम प्रेटी पेज
बुट आई वास स्टिल जस्ट ए स्टक यूपी ट्राइना एलिभेट
सेग्रेगेट थे रेनेगेड, स्टिल ट्राइना मितिगेट थे डिप्रिकेट
आई जस्ट नीड सोमे ब्रेड एन्ड बटर
कोज आई वन्न म्यारी हर नेक्स्ट समर
आई डोन'टी वन्न माके हर सफर
आई जस्ट वन्न फीड एन्ड कवर फोर हर एक्सपेन्सेस
युएसईडी टो ड्रिम ओएफ ड्राइभिङ इन पोर्चेस एन्ड बेन्जेस
बुट आई गुएस आई टु एएम गोइङ थ्राउघ चेन्जेस
आई डोन्ट अन्डरस्ट्यान्ड होव आइवीई बीन सो ब्रेनलेस
फाइन्ड थे लाइट थ्राउघ थे फ्लेम्स ओएफ युर सेन्सेस
लेट आइटी बर्न क्विक लाइक वुड इन समर टिल आइटी एआईएन'टी लेफ्ट
थेरे'एस ब्युटी इन थिस पाइँ, स्लिम
आई डो अन्डरस्ट्यान्ड ह्वाट योउ मियन स्लिम
आई'एम अबाउट हित रक बोटम ओन माइ डे ड्रिम
आई क्नो थात'एस नोट थे सामे थिङ
बुट आइटी'एस स्टिल सोमेथिङ आई नीड टो थिंक अबाउट
बुट बे सुरे थात आई विल डो सोमेथिङ अबाउट आइटी
बे सुरे आइएम नेवर गोन्ना क्विट बुट राइट नोव",43,1960,romanized,devanagari,1
nepali,Timro Maan Ma,Melina Rai & Subha Tamang,"तिम्रो मनमा के छ, के छ?
मेरो मनमा तिमी
तिम्रो दिलमा कुन्नी को छ?
मेरो दिलमा तिमी
तिम्रो मनमा के छ, के छ?
मेरो मनमा तिमी
तिम्रो दिलमा कुन्नी को छ?
मेरो दिलमा तिमी
ढ्डकिन त्यो दिलमा तिम्रो अरू कोही नै पो छ की?
तिमी बाहेक अरू छैन यो दिलमा, चिरेर देखाउ की?
हरपल हर साझ ढ्डकिन यो ढ्डकनले
हरपल हर साझ ढ्डकिन यो ढ्डकनले
तिमीलाई नै खोजी रहन्छ
मेरो जीवन साथी तिमी नै त हो
मेरो जीवन साथी तिमी नै त हो
तिमी नै तिमी त हो
पलपल तिमीसँगै तिम्रो साथमा जिउने मर्ने
पलपल तिमीसँगै तिम्रो साथमा जिउने मर्ने
यो मनले खोजी रहन्छ
मेरो ढ्कन तिमी, मुटु पनि तिमी
मेरो ढ्कन तिमी, मुटु पनि तिमी
मेरो जीवन साथी तिमी",22,585,mixed,devanagari,0
nepali,Timi Sanga,Ram Krishna Dhakal,"तिमी सित भेट हुदा मन हुन्छ कस्तो कस्तो
तिमी सित भेट हुदा मन हुन्छ कस्तो कस्तो
दुईटा खोला उर्लिएर देभानमा मिले जस्तो, हो
तिमी सित भेट हुदा मन हुन्छ कस्तो कस्तो
फूलबारीमा ढकमक फुलै फूले जस्तो
घरबारीमा टहटह जुनै खुले जस्तो
फूलबारीमा ढकमक फुलै फूले जस्तो
घरबारीमा टहटह जुनै खुले जस्तो
सप्त रङ्गी सिउदो इन्द्रनि पो है की, हो
उज्यालो छ मुहार त्यो चन्द्रमा पो है की, हो
तिमी सित भेट हुदा
पस्किदा उसा संगै तिमी केरीबाटी
घाम लाग्छ आगनमा कालो बादल फाटी
पस्किदा उसा संगै तिमी केरीबाटी
घाम लाग्छ आगनमा कालो बादल फाटी
मस्कीदिदा कालो दसै दिसा ढाकी
हो, बर्सी दिन्छ परेलीमा उर्लीएर बाढी, ओ
तिमी सित भेट हुदा मन हुन्छ कस्तो कस्तो
दुईटा खोला उर्लिएर देभानमा मिले जस्तो, हो
तिमी सित भेट हुदा",20,672,mixed,devanagari,0
